id,name,score,subject
13185,성춘향,63,수학
13186,성춘향,89,수학
13187,이몽룡,85,수학
13188,밍키,55,수학
13189,성춘향,95,영어
13190,밍키,98,과학
13191,밍키,80,영어
13192,밍키,92,과학
13193,밍키,79,과학
13194,밍키,88,영어
13195,밍키,50,영어
13196,성춘향,98,과학
13197,이몽룡,79,과학
13198,밍키,75,과학
13199,밍키,99,과학
13200,이몽룡,62,과학
13201,성춘향,90,과학
13202,밍키,87,영어
13203,이몽룡,66,과학
13204,밍키,54,영어
13205,성춘향,55,수학
13206,밍키,51,수학
13207,홍길동,85,과학
13208,밍키,73,과학
13209,밍키,99,영어
13210,성춘향,56,영어
13211,이몽룡,80,영어
13212,밍키,60,영어
13213,밍키,75,과학
13214,홍길동,97,영어
13215,성춘향,92,수학
13216,이몽룡,71,수학
13217,홍길동,86,과학
13218,홍길동,86,영어
13219,성춘향,97,영어
13220,밍키,69,과학
13221,이몽룡,67,수학
13222,홍길동,91,수학
13223,홍길동,99,영어
13224,밍키,79,과학
13225,홍길동,93,과학
13226,성춘향,76,영어
13227,밍키,78,과학
13228,성춘향,53,수학
13229,홍길동,87,영어
13230,성춘향,97,영어
13231,이몽룡,58,과학
13232,밍키,67,영어
13233,이몽룡,55,영어
13234,밍키,74,수학
13235,성춘향,85,과학
13236,성춘향,75,과학
13237,이몽룡,65,영어
13238,밍키,63,수학
13239,이몽룡,96,영어
13240,밍키,53,영어
13241,이몽룡,57,수학
13242,이몽룡,94,과학
13243,이몽룡,93,영어
13244,홍길동,50,수학
13245,홍길동,73,과학
13246,이몽룡,59,과학
13247,홍길동,54,수학
13248,밍키,76,과학
13249,홍길동,79,수학
13250,홍길동,50,수학
13251,밍키,66,과학
13252,성춘향,82,과학
13253,밍키,56,과학
13254,홍길동,94,과학
13255,홍길동,73,과학
13256,이몽룡,83,영어
13257,홍길동,62,수학
13258,성춘향,55,과학
13259,성춘향,69,영어
13260,홍길동,55,수학
13261,이몽룡,57,수학
13262,이몽룡,96,영어
13263,성춘향,85,과학
13264,이몽룡,72,과학
13265,이몽룡,82,영어
13266,성춘향,93,영어
13267,홍길동,79,영어
13268,밍키,100,수학
13269,밍키,97,과학
13270,이몽룡,94,수학
13271,밍키,71,과학
13272,홍길동,72,과학
13273,홍길동,90,수학
13274,홍길동,60,영어
13275,밍키,56,수학
13276,홍길동,58,과학
13277,성춘향,62,수학
13278,밍키,56,영어
13279,밍키,84,수학
13280,밍키,100,과학
13281,홍길동,54,영어
13282,성춘향,67,수학
13283,이몽룡,67,과학
13284,홍길동,99,과학
13285,이몽룡,61,수학
13286,이몽룡,63,수학
13287,홍길동,95,수학
13288,홍길동,88,영어
13289,홍길동,59,과학
13290,이몽룡,81,과학
13291,성춘향,64,영어
13292,이몽룡,81,수학
13293,성춘향,81,과학
13294,홍길동,78,영어
13295,이몽룡,66,과학
13296,이몽룡,95,영어
13297,밍키,60,영어
13298,홍길동,75,수학
13299,성춘향,84,과학
13300,홍길동,50,영어
13301,성춘향,52,영어
13302,홍길동,80,수학
13303,밍키,94,영어
13304,성춘향,96,과학
13305,홍길동,64,영어
13306,성춘향,89,수학
13307,밍키,95,과학
13308,이몽룡,94,과학
13309,이몽룡,93,영어
13310,밍키,59,과학
13311,밍키,59,과학
13312,밍키,99,수학
13313,이몽룡,100,과학
13314,성춘향,71,과학
13315,홍길동,85,영어
13316,이몽룡,96,영어
13317,밍키,64,영어
13318,성춘향,82,과학
13319,밍키,79,수학
13320,홍길동,93,영어
13321,성춘향,85,수학
13322,성춘향,95,과학
13323,홍길동,88,수학
13324,홍길동,84,영어
13325,밍키,88,과학
13326,성춘향,83,과학
13327,홍길동,99,과학
13328,성춘향,67,영어
13329,이몽룡,77,과학
13330,이몽룡,91,수학
13331,홍길동,95,수학
13332,성춘향,94,영어
13333,밍키,88,영어
13334,밍키,99,과학
13335,밍키,97,영어
13336,성춘향,97,수학
13337,홍길동,85,과학
13338,밍키,60,수학
13339,이몽룡,66,과학
13340,성춘향,94,과학
13341,이몽룡,76,영어
13342,밍키,59,수학
13343,밍키,59,영어
13344,밍키,54,수학
13345,홍길동,57,영어
13346,밍키,71,과학
13347,홍길동,59,과학
13348,이몽룡,69,과학
13349,이몽룡,57,과학
13350,밍키,84,영어
13351,이몽룡,95,영어
13352,밍키,60,수학
13353,이몽룡,97,영어
13354,홍길동,59,영어
13355,밍키,61,영어
13356,성춘향,87,영어
13357,밍키,80,과학
13358,이몽룡,85,영어
13359,밍키,56,영어
13360,밍키,50,과학
13361,밍키,91,과학
13362,이몽룡,61,과학
13363,이몽룡,52,수학
13364,밍키,99,수학
13365,이몽룡,95,영어
13366,홍길동,80,과학
13367,이몽룡,81,영어
13368,성춘향,85,영어
13369,홍길동,51,수학
13370,밍키,62,수학
13371,홍길동,71,수학
13372,이몽룡,69,영어
13373,홍길동,92,영어
13374,밍키,71,과학
13375,홍길동,75,수학
13376,이몽룡,79,영어
13377,이몽룡,83,수학
13378,성춘향,68,영어
13379,이몽룡,66,수학
13380,밍키,73,과학
13381,이몽룡,65,수학
13382,밍키,86,수학
13383,성춘향,99,영어
13384,홍길동,79,수학
13385,밍키,75,과학
13386,밍키,96,수학
13387,성춘향,92,영어
13388,홍길동,72,과학
13389,홍길동,67,영어
13390,이몽룡,73,수학
13391,홍길동,78,수학
13392,홍길동,92,과학
13393,홍길동,52,과학
13394,밍키,75,영어
13395,밍키,54,영어
13396,성춘향,53,영어
13397,밍키,75,과학
13398,이몽룡,80,과학
13399,밍키,80,영어
13400,홍길동,63,수학
13401,홍길동,100,영어
13402,밍키,99,수학
13403,홍길동,51,과학
13404,홍길동,78,수학
13405,성춘향,82,수학
13406,성춘향,60,영어
13407,성춘향,65,수학
13408,이몽룡,92,과학
13409,이몽룡,50,수학
13410,밍키,99,수학
13411,홍길동,94,수학
13412,밍키,95,과학
13413,이몽룡,75,과학
13414,이몽룡,98,과학
13415,성춘향,88,과학
13416,밍키,69,과학
13417,성춘향,92,영어
13418,홍길동,98,과학
13419,이몽룡,64,과학
13420,밍키,73,수학
13421,이몽룡,83,영어
13422,이몽룡,59,영어
13423,홍길동,91,과학
13424,성춘향,73,수학
13425,밍키,86,수학
13426,성춘향,86,수학
13427,밍키,58,영어
13428,홍길동,50,과학
13429,홍길동,56,영어
13430,홍길동,84,수학
13431,밍키,61,수학
13432,밍키,51,영어
13433,밍키,70,과학
13434,홍길동,54,영어
13435,이몽룡,93,과학
13436,홍길동,100,수학
13437,홍길동,57,영어
13438,밍키,99,과학
13439,성춘향,59,영어
13440,밍키,89,과학
13441,밍키,68,과학
13442,홍길동,87,수학
13443,성춘향,70,수학
13444,밍키,81,수학
13445,성춘향,64,과학
13446,홍길동,78,과학
13447,성춘향,95,수학
13448,밍키,51,수학
13449,성춘향,58,수학
13450,이몽룡,52,과학
13451,밍키,96,과학
13452,이몽룡,97,영어
13453,홍길동,92,수학
13454,성춘향,58,영어
13455,성춘향,55,수학
13456,밍키,96,과학
13457,밍키,76,수학
13458,홍길동,62,수학
13459,밍키,99,과학
13460,밍키,92,과학
13461,성춘향,55,수학
13462,밍키,65,영어
13463,홍길동,81,과학
13464,성춘향,61,수학
13465,밍키,68,과학
13466,성춘향,76,수학
13467,밍키,75,과학
13468,이몽룡,54,과학
13469,성춘향,65,과학
13470,성춘향,98,수학
13471,성춘향,95,과학
13472,홍길동,63,과학
13473,밍키,86,영어
13474,홍길동,71,과학
13475,홍길동,76,수학
13476,홍길동,69,영어
13477,밍키,70,수학
13478,성춘향,100,영어
13479,홍길동,77,영어
13480,홍길동,78,영어
13481,밍키,65,수학
13482,홍길동,52,과학
13483,밍키,57,영어
13484,이몽룡,57,영어
13485,이몽룡,87,수학
13486,성춘향,50,과학
13487,홍길동,55,과학
13488,이몽룡,55,영어
13489,이몽룡,64,과학
13490,이몽룡,52,영어
13491,홍길동,81,수학
13492,밍키,80,수학
13493,홍길동,50,과학
13494,홍길동,80,수학
13495,밍키,90,영어
13496,성춘향,64,과학
13497,성춘향,91,과학
13498,밍키,57,영어
13499,밍키,81,영어
13500,이몽룡,74,수학
13501,이몽룡,92,영어
13502,이몽룡,56,과학
13503,밍키,53,과학
13504,이몽룡,95,영어
13505,밍키,69,과학
13506,홍길동,100,과학
13507,성춘향,82,수학
13508,이몽룡,92,수학
13509,성춘향,73,영어
13510,홍길동,73,과학
13511,밍키,53,영어
13512,이몽룡,55,과학
13513,홍길동,67,과학
13514,홍길동,63,영어
13515,성춘향,94,수학
13516,이몽룡,70,영어
13517,이몽룡,84,과학
13518,이몽룡,87,과학
13519,이몽룡,53,과학
13520,성춘향,100,수학
13521,밍키,79,영어
13522,홍길동,86,과학
13523,성춘향,65,수학
13524,이몽룡,58,과학
13525,홍길동,93,영어
13526,이몽룡,68,수학
13527,밍키,57,수학
13528,이몽룡,85,과학
13529,홍길동,64,과학
13530,홍길동,73,영어
13531,밍키,60,과학
13532,이몽룡,93,수학
13533,홍길동,98,과학
13534,이몽룡,56,과학
13535,밍키,91,과학
13536,밍키,89,과학
13537,이몽룡,81,과학
13538,홍길동,77,수학
13539,이몽룡,95,수학
13540,홍길동,92,수학
13541,홍길동,61,과학
13542,홍길동,50,수학
13543,홍길동,88,영어
13544,밍키,59,영어
13545,밍키,65,영어
13546,성춘향,54,과학
13547,성춘향,63,영어
13548,성춘향,96,과학
13549,홍길동,88,과학
13550,홍길동,84,수학
13551,홍길동,78,수학
13552,홍길동,68,수학
13553,성춘향,81,영어
13554,이몽룡,60,영어
13555,밍키,81,과학
13556,홍길동,60,수학
13557,성춘향,63,수학
13558,이몽룡,62,과학
13559,성춘향,56,수학
13560,홍길동,51,과학
13561,성춘향,71,수학
13562,성춘향,90,영어
13563,홍길동,51,과학
13564,이몽룡,65,과학
13565,이몽룡,66,영어
13566,홍길동,62,영어
13567,성춘향,95,수학
13568,밍키,66,영어
13569,홍길동,95,과학
13570,홍길동,75,과학
13571,밍키,80,수학
13572,이몽룡,69,수학
13573,밍키,90,수학
13574,홍길동,89,과학
13575,밍키,53,영어
13576,성춘향,53,영어
13577,성춘향,87,영어
13578,이몽룡,70,과학
13579,홍길동,62,과학
13580,성춘향,75,영어
13581,홍길동,93,영어
13582,홍길동,73,과학
13583,밍키,65,영어
13584,밍키,53,수학
13585,밍키,86,과학
13586,밍키,78,수학
13587,성춘향,88,영어
13588,이몽룡,55,과학
13589,성춘향,76,수학
13590,밍키,59,영어
13591,이몽룡,91,과학
13592,밍키,92,과학
13593,이몽룡,65,과학
13594,성춘향,86,영어
13595,이몽룡,52,영어
13596,이몽룡,82,과학
13597,이몽룡,69,영어
13598,홍길동,94,영어
13599,밍키,98,수학
13600,홍길동,62,영어
13601,밍키,55,과학
13602,이몽룡,68,수학
13603,성춘향,64,수학
13604,성춘향,69,과학
13605,밍키,71,영어
13606,이몽룡,57,과학
13607,이몽룡,60,과학
13608,성춘향,54,과학
13609,성춘향,86,수학
13610,성춘향,83,영어
13611,성춘향,96,영어
13612,성춘향,76,과학
13613,이몽룡,95,영어
13614,이몽룡,51,영어
13615,밍키,72,영어
13616,이몽룡,80,영어
13617,이몽룡,54,과학
13618,홍길동,55,영어
13619,밍키,97,과학
13620,밍키,59,과학
13621,이몽룡,77,과학
13622,성춘향,100,과학
13623,성춘향,62,영어
13624,이몽룡,60,수학
13625,이몽룡,85,수학
13626,홍길동,52,영어
13627,홍길동,66,영어
13628,성춘향,100,영어
13629,밍키,70,수학
13630,이몽룡,50,과학
13631,성춘향,89,수학
13632,이몽룡,81,영어
13633,홍길동,73,과학
13634,홍길동,79,영어
13635,홍길동,60,영어
13636,성춘향,60,과학
13637,홍길동,53,과학
13638,홍길동,75,수학
13639,성춘향,59,수학
13640,밍키,51,영어
13641,성춘향,56,수학
13642,밍키,95,영어
13643,밍키,92,영어
13644,홍길동,75,수학
13645,밍키,88,수학
13646,밍키,81,수학
13647,밍키,91,과학
13648,밍키,83,영어
13649,성춘향,58,수학
13650,성춘향,90,영어
13651,성춘향,80,수학
13652,밍키,53,영어
13653,이몽룡,81,영어
13654,밍키,53,과학
13655,이몽룡,58,과학
13656,이몽룡,100,수학
13657,홍길동,90,수학
13658,홍길동,100,과학
13659,홍길동,52,수학
13660,성춘향,98,과학
13661,성춘향,75,영어
13662,성춘향,61,과학
13663,밍키,79,영어
13664,성춘향,65,영어
13665,홍길동,66,영어
13666,성춘향,98,수학
13667,밍키,94,수학
13668,밍키,86,수학
13669,밍키,87,수학
13670,성춘향,54,과학
13671,홍길동,79,수학
13672,밍키,79,수학
13673,이몽룡,60,과학
13674,밍키,75,수학
13675,홍길동,90,과학
13676,밍키,76,과학
13677,성춘향,64,수학
13678,밍키,86,수학
13679,밍키,96,과학
13680,홍길동,51,수학
13681,홍길동,93,영어
13682,성춘향,90,과학
13683,밍키,53,수학
13684,성춘향,75,과학
13685,홍길동,77,영어
13686,성춘향,75,과학
13687,홍길동,56,영어
13688,성춘향,60,영어
13689,이몽룡,73,수학
13690,성춘향,73,수학
13691,성춘향,65,영어
13692,홍길동,60,수학
13693,성춘향,81,수학
13694,밍키,57,수학
13695,성춘향,60,영어
13696,이몽룡,96,영어
13697,홍길동,62,과학
13698,밍키,85,수학
13699,성춘향,54,수학
13700,성춘향,69,영어
13701,홍길동,64,영어
13702,성춘향,69,영어
13703,홍길동,67,영어
13704,밍키,77,수학
13705,홍길동,86,과학
13706,홍길동,89,영어
13707,밍키,82,영어
13708,홍길동,97,영어
13709,밍키,89,영어
13710,이몽룡,86,수학
13711,이몽룡,97,수학
13712,이몽룡,53,수학
13713,이몽룡,94,수학
13714,이몽룡,63,수학
13715,밍키,94,영어
13716,성춘향,50,수학
13717,성춘향,70,수학
13718,성춘향,86,영어
13719,성춘향,52,수학
13720,홍길동,69,영어
13721,밍키,96,수학
13722,밍키,96,수학
13723,홍길동,71,수학
13724,홍길동,53,과학
13725,이몽룡,93,영어
13726,이몽룡,97,수학
13727,성춘향,74,수학
13728,밍키,59,영어
13729,밍키,55,수학
13730,성춘향,72,영어
13731,밍키,69,수학
13732,홍길동,100,수학
13733,홍길동,67,수학
13734,홍길동,58,영어
13735,성춘향,89,수학
13736,이몽룡,55,수학
13737,이몽룡,87,영어
13738,이몽룡,82,영어
13739,성춘향,60,수학
13740,홍길동,88,과학
13741,이몽룡,70,과학
13742,밍키,73,영어
13743,밍키,62,영어
13744,성춘향,67,영어
13745,이몽룡,61,영어
13746,홍길동,71,영어
13747,성춘향,74,영어
13748,홍길동,61,영어
13749,홍길동,96,수학
13750,성춘향,97,영어
13751,홍길동,53,과학
13752,이몽룡,96,과학
13753,성춘향,77,수학
13754,성춘향,80,영어
13755,이몽룡,88,과학
13756,성춘향,60,영어
13757,홍길동,64,영어
13758,밍키,64,수학
13759,성춘향,89,영어
13760,홍길동,84,수학
13761,밍키,83,수학
13762,성춘향,56,영어
13763,이몽룡,81,수학
13764,밍키,70,수학
13765,밍키,68,영어
13766,성춘향,84,수학
13767,이몽룡,92,과학
13768,이몽룡,76,수학
13769,밍키,59,과학
13770,홍길동,58,과학
13771,홍길동,94,수학
13772,홍길동,68,과학
13773,밍키,72,과학
13774,이몽룡,53,영어
13775,이몽룡,87,영어
13776,이몽룡,74,영어
13777,밍키,73,영어
13778,성춘향,74,영어
13779,밍키,68,영어
13780,성춘향,75,영어
13781,밍키,65,영어
13782,홍길동,76,수학
13783,밍키,62,수학
13784,홍길동,58,과학
13785,홍길동,99,과학
13786,밍키,76,과학
13787,밍키,95,과학
13788,성춘향,98,과학
13789,이몽룡,78,과학
13790,이몽룡,99,과학
13791,홍길동,96,수학
13792,성춘향,90,과학
13793,이몽룡,60,영어
13794,밍키,66,수학
13795,홍길동,96,수학
13796,이몽룡,93,영어
13797,밍키,88,영어
13798,밍키,93,영어
13799,홍길동,50,과학
13800,이몽룡,99,수학
13801,성춘향,54,수학
13802,성춘향,53,과학
13803,홍길동,81,과학
13804,밍키,96,과학
13805,이몽룡,60,과학
13806,홍길동,69,과학
13807,이몽룡,56,과학
13808,밍키,82,과학
13809,홍길동,100,수학
13810,성춘향,95,영어
13811,성춘향,62,수학
13812,성춘향,79,수학
13813,홍길동,99,수학
13814,성춘향,73,과학
13815,이몽룡,71,수학
13816,성춘향,67,영어
13817,홍길동,96,과학
13818,이몽룡,59,과학
13819,성춘향,80,영어
13820,홍길동,73,수학
13821,홍길동,87,수학
13822,홍길동,58,영어
13823,홍길동,65,영어
13824,홍길동,85,과학
13825,이몽룡,55,영어
13826,홍길동,65,수학
13827,성춘향,78,과학
13828,성춘향,76,수학
13829,밍키,60,수학
13830,밍키,58,과학
13831,이몽룡,96,영어
13832,밍키,65,영어
13833,홍길동,63,과학
13834,밍키,56,과학
13835,홍길동,62,과학
13836,홍길동,75,과학
13837,성춘향,66,영어
13838,이몽룡,82,영어
13839,밍키,96,과학
13840,이몽룡,78,수학
13841,밍키,95,수학
13842,성춘향,95,영어
13843,이몽룡,50,수학
13844,성춘향,63,영어
13845,성춘향,83,과학
13846,홍길동,90,과학
13847,이몽룡,95,수학
13848,홍길동,67,수학
13849,홍길동,94,수학
13850,밍키,59,과학
13851,성춘향,75,영어
13852,이몽룡,60,영어
13853,성춘향,74,영어
13854,밍키,62,영어
13855,홍길동,67,수학
13856,홍길동,86,수학
13857,성춘향,89,영어
13858,성춘향,100,수학
13859,성춘향,82,영어
13860,홍길동,59,영어
13861,밍키,86,과학
13862,홍길동,59,영어
13863,홍길동,96,과학
13864,밍키,94,과학
13865,홍길동,84,수학
13866,성춘향,51,과학
13867,성춘향,96,영어
13868,성춘향,62,과학
13869,밍키,73,수학
13870,성춘향,99,수학
13871,성춘향,82,영어
13872,이몽룡,50,영어
13873,홍길동,64,과학
13874,밍키,74,과학
13875,밍키,78,수학
13876,이몽룡,61,수학
13877,이몽룡,85,과학
13878,성춘향,81,과학
13879,밍키,88,영어
13880,밍키,51,과학
13881,성춘향,80,과학
13882,이몽룡,62,영어
13883,이몽룡,81,수학
13884,홍길동,60,수학
13885,이몽룡,58,영어
13886,이몽룡,52,과학
13887,밍키,59,수학
13888,홍길동,61,수학
13889,홍길동,92,영어
13890,홍길동,74,수학
13891,성춘향,84,영어
13892,밍키,83,과학
13893,성춘향,77,과학
13894,성춘향,94,과학
13895,성춘향,64,영어
13896,홍길동,53,과학
13897,이몽룡,66,영어
13898,홍길동,52,수학
13899,이몽룡,97,영어
13900,이몽룡,50,과학
13901,성춘향,63,수학
13902,홍길동,67,과학
13903,밍키,92,수학
13904,홍길동,68,과학
13905,홍길동,77,수학
13906,홍길동,75,영어
13907,성춘향,77,수학
13908,이몽룡,97,영어
13909,밍키,69,영어
13910,성춘향,90,과학
13911,밍키,66,영어
13912,성춘향,91,수학
13913,이몽룡,96,영어
13914,성춘향,70,수학
13915,밍키,59,과학
13916,이몽룡,91,영어
13917,홍길동,68,수학
13918,성춘향,53,과학
13919,성춘향,62,영어
13920,밍키,98,수학
13921,이몽룡,67,영어
13922,이몽룡,97,수학
13923,이몽룡,54,영어
13924,이몽룡,98,영어
13925,홍길동,73,수학
13926,성춘향,59,과학
13927,이몽룡,86,과학
13928,밍키,84,영어
13929,홍길동,88,수학
13930,홍길동,52,과학
13931,밍키,75,수학
13932,밍키,78,과학
13933,홍길동,82,과학
13934,이몽룡,56,수학
13935,홍길동,54,수학
13936,성춘향,69,과학
13937,성춘향,50,영어
13938,이몽룡,84,수학
13939,밍키,87,과학
13940,성춘향,81,수학
13941,이몽룡,76,영어
13942,밍키,77,과학
13943,밍키,58,영어
13944,밍키,89,과학
13945,밍키,58,수학
13946,밍키,56,수학
13947,이몽룡,65,영어
13948,밍키,80,수학
13949,이몽룡,54,과학
13950,홍길동,73,수학
13951,이몽룡,69,과학
13952,이몽룡,84,영어
13953,밍키,60,수학
13954,홍길동,70,수학
13955,성춘향,52,영어
13956,홍길동,73,과학
13957,성춘향,76,과학
13958,성춘향,66,영어
13959,밍키,94,수학
13960,밍키,58,영어
13961,홍길동,75,과학
13962,밍키,57,영어
13963,성춘향,69,영어
13964,밍키,90,영어
13965,이몽룡,68,영어
13966,성춘향,70,영어
13967,밍키,50,수학
13968,밍키,87,영어
13969,밍키,91,수학
13970,성춘향,85,과학
13971,이몽룡,65,과학
13972,성춘향,90,과학
13973,이몽룡,85,수학
13974,이몽룡,70,수학
13975,홍길동,59,수학
13976,밍키,73,영어
13977,이몽룡,60,과학
13978,이몽룡,86,과학
13979,밍키,79,영어
13980,성춘향,62,과학
13981,이몽룡,58,수학
13982,밍키,50,과학
13983,이몽룡,95,영어
13984,성춘향,72,영어
13985,홍길동,86,영어
13986,밍키,72,수학
13987,성춘향,68,과학
13988,성춘향,73,수학
13989,밍키,57,과학
13990,홍길동,52,과학
13991,홍길동,99,수학
13992,밍키,86,영어
13993,밍키,76,영어
13994,홍길동,51,과학
13995,이몽룡,85,영어
13996,홍길동,83,수학
13997,밍키,78,영어
13998,성춘향,58,과학
13999,밍키,77,영어
14000,홍길동,80,수학
14001,이몽룡,81,과학
14002,밍키,54,영어
14003,홍길동,56,영어
14004,밍키,83,과학
14005,성춘향,53,과학
14006,성춘향,82,수학
14007,이몽룡,88,수학
14008,이몽룡,89,과학
14009,홍길동,68,영어
14010,성춘향,64,과학
14011,성춘향,97,과학
14012,이몽룡,59,수학
14013,홍길동,88,수학
14014,홍길동,91,과학
14015,홍길동,70,영어
14016,성춘향,66,수학
14017,성춘향,99,영어
14018,홍길동,85,수학
14019,이몽룡,50,수학
14020,이몽룡,89,영어
14021,밍키,73,과학
14022,이몽룡,69,수학
14023,이몽룡,93,수학
14024,성춘향,69,영어
14025,성춘향,87,수학
14026,밍키,59,수학
14027,홍길동,74,과학
14028,홍길동,81,수학
14029,성춘향,99,영어
14030,이몽룡,52,영어
14031,성춘향,86,영어
14032,홍길동,70,영어
14033,이몽룡,88,영어
14034,이몽룡,69,과학
14035,성춘향,74,과학
14036,성춘향,97,영어
14037,밍키,54,수학
14038,홍길동,50,영어
14039,이몽룡,79,수학
14040,이몽룡,98,영어
14041,이몽룡,87,과학
14042,성춘향,89,수학
14043,이몽룡,94,과학
14044,이몽룡,80,수학
14045,홍길동,80,과학
14046,홍길동,93,과학
14047,이몽룡,54,과학
14048,성춘향,69,영어
14049,홍길동,51,수학
14050,홍길동,51,과학
14051,홍길동,68,수학
14052,이몽룡,57,영어
14053,홍길동,88,수학
14054,이몽룡,50,과학
14055,홍길동,75,영어
14056,성춘향,93,영어
14057,성춘향,97,과학
14058,이몽룡,65,영어
14059,밍키,95,과학
14060,이몽룡,50,수학
14061,이몽룡,73,영어
14062,이몽룡,72,영어
14063,성춘향,94,영어
14064,홍길동,71,수학
14065,밍키,50,수학
14066,밍키,76,수학
14067,성춘향,78,과학
14068,홍길동,59,과학
14069,이몽룡,77,영어
14070,이몽룡,73,영어
14071,홍길동,76,영어
14072,홍길동,83,과학
14073,성춘향,89,수학
14074,밍키,77,영어
14075,이몽룡,74,영어
14076,밍키,58,과학
14077,성춘향,91,영어
14078,밍키,74,영어
14079,밍키,81,수학
14080,홍길동,64,과학
14081,밍키,92,과학
14082,밍키,90,영어
14083,홍길동,92,수학
14084,홍길동,59,수학
14085,홍길동,94,수학
14086,밍키,86,과학
14087,이몽룡,92,영어
14088,밍키,84,수학
14089,성춘향,60,수학
14090,이몽룡,62,수학
14091,홍길동,53,과학
14092,이몽룡,66,영어
14093,밍키,88,수학
14094,이몽룡,89,수학
14095,이몽룡,84,영어
14096,밍키,83,수학
14097,밍키,64,과학
14098,밍키,56,과학
14099,밍키,84,수학
14100,성춘향,88,영어
14101,이몽룡,96,영어
14102,이몽룡,70,과학
14103,밍키,55,영어
14104,이몽룡,60,수학
14105,홍길동,57,과학
14106,홍길동,75,과학
14107,이몽룡,84,영어
14108,밍키,85,영어
14109,성춘향,72,영어
14110,성춘향,50,수학
14111,성춘향,58,수학
14112,밍키,100,수학
14113,홍길동,86,수학
14114,성춘향,95,영어
14115,성춘향,72,수학
14116,밍키,65,영어
14117,밍키,90,영어
14118,이몽룡,90,과학
14119,밍키,87,영어
14120,밍키,74,영어
14121,밍키,83,과학
14122,밍키,63,영어
14123,성춘향,77,영어
14124,성춘향,75,수학
14125,밍키,98,과학
14126,홍길동,54,수학
14127,이몽룡,69,과학
14128,성춘향,86,수학
14129,밍키,76,과학
14130,홍길동,68,영어
14131,홍길동,69,수학
14132,성춘향,97,수학
14133,성춘향,78,과학
14134,이몽룡,87,과학
14135,밍키,89,과학
14136,성춘향,72,과학
14137,성춘향,74,수학
14138,성춘향,60,수학
14139,이몽룡,100,영어
14140,밍키,55,영어
14141,이몽룡,53,영어
14142,밍키,87,수학
14143,성춘향,72,영어
14144,홍길동,56,수학
14145,성춘향,61,과학
14146,성춘향,91,영어
14147,홍길동,71,영어
14148,이몽룡,72,영어
14149,이몽룡,89,수학
14150,성춘향,91,영어
14151,홍길동,91,과학
14152,홍길동,62,수학
14153,밍키,93,영어
14154,홍길동,59,과학
14155,이몽룡,97,수학
14156,성춘향,61,과학
14157,홍길동,88,영어
14158,성춘향,75,수학
14159,성춘향,55,영어
14160,성춘향,89,수학
14161,이몽룡,95,영어
14162,성춘향,99,과학
14163,이몽룡,87,수학
14164,밍키,68,과학
14165,홍길동,51,수학
14166,성춘향,54,수학
14167,성춘향,92,과학
14168,성춘향,98,과학
14169,이몽룡,81,과학
14170,성춘향,69,영어
14171,밍키,90,수학
14172,밍키,78,과학
14173,홍길동,53,과학
14174,성춘향,69,수학
14175,이몽룡,83,수학
14176,홍길동,98,과학
14177,홍길동,99,수학
14178,홍길동,76,수학
14179,홍길동,62,과학
14180,밍키,72,수학
14181,성춘향,59,과학
14182,이몽룡,78,과학
14183,홍길동,89,수학
14184,이몽룡,95,수학
14185,이몽룡,64,영어
14186,홍길동,94,과학
14187,밍키,67,과학
14188,이몽룡,93,수학
14189,이몽룡,79,수학
14190,홍길동,55,영어
14191,홍길동,66,영어
14192,홍길동,88,수학
14193,이몽룡,94,과학
14194,이몽룡,79,영어
14195,성춘향,77,과학
14196,이몽룡,81,영어
14197,밍키,83,수학
14198,성춘향,84,영어
14199,성춘향,65,영어
14200,이몽룡,91,과학
14201,밍키,65,영어
14202,성춘향,56,과학
14203,밍키,72,수학
14204,이몽룡,87,영어
14205,밍키,74,과학
14206,성춘향,97,과학
14207,홍길동,53,수학
14208,성춘향,54,과학
14209,이몽룡,66,수학
14210,홍길동,69,영어
14211,이몽룡,57,영어
14212,홍길동,62,수학
14213,홍길동,83,수학
14214,성춘향,93,수학
14215,성춘향,72,영어
14216,성춘향,91,과학
14217,이몽룡,80,과학
14218,성춘향,97,영어
14219,성춘향,90,영어
14220,이몽룡,90,과학
14221,이몽룡,68,과학
14222,이몽룡,50,과학
14223,밍키,59,영어
14224,이몽룡,97,수학
14225,밍키,82,영어
14226,이몽룡,87,수학
14227,이몽룡,97,수학
14228,밍키,67,과학
14229,성춘향,80,과학
14230,밍키,52,영어
14231,이몽룡,57,수학
14232,성춘향,82,영어
14233,밍키,70,수학
14234,밍키,82,수학
14235,이몽룡,81,수학
14236,성춘향,69,영어
14237,이몽룡,65,영어
14238,홍길동,75,영어
14239,밍키,75,과학
14240,밍키,62,과학
14241,홍길동,80,영어
14242,이몽룡,75,영어
14243,홍길동,82,과학
14244,이몽룡,63,영어
14245,이몽룡,58,과학
14246,홍길동,82,영어
14247,밍키,100,수학
14248,성춘향,74,수학
14249,성춘향,88,과학
14250,홍길동,99,과학
14251,성춘향,79,수학
14252,밍키,86,과학
14253,밍키,80,영어
14254,성춘향,67,영어
14255,이몽룡,89,영어
14256,이몽룡,63,수학
14257,이몽룡,73,수학
14258,밍키,56,과학
14259,밍키,98,과학
14260,홍길동,77,영어
14261,이몽룡,64,과학
14262,밍키,68,과학
